Entity,COR,INC,PAR,SPU,MIS,IGN
"the dilutions",0,0,0,0,1,0
"5 continents",0,0,0,0,1,0
"the aesthetic essence of the city",0,0,0,0,1,0
"a future to the peace process",0,0,0,0,1,0
"strict rules of hierarchy",0,0,0,0,1,0
"the very edge of civilisation",0,0,0,0,1,0
"the lodging",0,0,0,0,1,0
"homes",0,0,0,0,1,0
"writers rooms",0,0,0,0,1,0
"the method",0,0,0,0,1,0
"The weather",0,0,0,0,1,0
"the donation program",0,0,0,0,1,0
"oil",0,0,0,0,1,0
"public transport",0,0,0,0,1,0
"their glow",0,0,0,0,1,0
"Creative Commons license",0,0,0,0,1,0
"small villages",0,0,0,0,1,0
"Freshly cooked quinoa",0,0,0,0,1,0
"Flirting Don'ts",0,0,0,0,1,0
"Morne à l'eau",0,0,0,0,1,0
"“ah”s",0,0,0,0,1,0
"the choice",0,0,0,0,1,0
"a full refund",0,0,0,0,1,0
"wild colonies of Formica fusca",0,0,0,0,1,0
"bathrooms",0,0,0,0,1,0
"a mixed vibe of hipster and hip hop",0,0,0,0,1,0
"your new place",0,0,0,0,1,0
"the mid-town area",0,0,0,0,1,0
"strenuous efforts",0,0,0,0,1,0
"existing relations of power in society",0,0,0,0,1,0
"the spot",0,0,0,0,1,0
"The future of the peace process",0,0,0,0,1,0
"a strict new law code",0,0,0,0,1,0
"a weird taste combination",0,0,0,0,1,0
"new genes",0,0,0,0,1,0
"the unimpeded views of the lanterns",0,0,0,0,1,0
"boundaries",0,0,0,0,1,0
"any thoughts on recent NATO actions and the protests",0,0,0,0,1,0
"food",0,0,0,0,1,0
"same-sex marriage",0,0,0,0,1,0
"pasta",0,0,0,0,1,0
"National Magic Month",0,0,0,0,1,0
"the spring",0,0,0,0,1,0
"garden centers",0,0,0,0,1,0
"ideas",0,0,0,0,1,0
"Pinch of salt",0,0,0,0,1,0
"two reasons",0,0,0,0,1,0
"the formal dining or living room",0,0,0,0,1,0
"Singapore and India",0,0,0,0,1,0
"overall body organization",0,0,0,0,1,0
"office buildings",0,0,0,0,1,0
"Módulo de Información Turística Palacio Municipal",0,0,0,0,1,0
"the rules",0,0,0,0,1,0
"a night",0,0,0,0,1,0
"shops",0,0,0,0,1,0
"the summertime",0,0,0,0,1,0
"a leading role",0,0,0,0,1,0
"the next generation of children",0,0,0,0,1,0
"the O.J. Simpson",0,0,0,0,1,0
"a little context",0,0,0,0,1,0
"the biggest shopping mall of the island",0,0,0,0,1,0
"a good flavor",0,0,0,0,1,0
"some minor assistance",0,0,0,0,1,0
"greater fear",0,0,0,0,1,0
"some kind of antifreeze",0,0,0,0,1,0
"recreational parks",0,0,0,0,1,0
"the fortress city",0,0,0,0,1,0
"writing",0,0,0,0,1,0
"a mecca for those photography buffs",0,0,0,0,1,0
"worse odds",0,0,0,0,1,0
"entrances of the house",0,0,0,0,1,0
"camping tour packages",0,0,0,0,1,0
"a treasure trove of art",0,0,0,0,1,0
"a haven for flower lovers",0,0,0,0,1,0
"The big hit of the evening",0,0,0,0,1,0
"the aggressive militarism of the Bush administration",0,0,0,0,1,0
"your tasks",0,0,0,0,1,0
"a deterrent purpose",0,0,0,0,1,0
"a question",0,0,0,0,1,0
"your own glowstick business",0,0,0,0,1,0
"the far left wing",0,0,0,0,1,0
"the Kaiser Building",0,0,0,0,1,0
"La Désirade",0,0,0,0,1,0
"temporary housing for the Rohingya out at sea",0,0,0,0,1,0
"the political spectrum",0,0,0,0,1,0
"The function of this palace",0,0,0,0,1,0
"Method two",0,0,0,0,1,0
"that number",0,0,0,0,1,0
"similar rules of thumb",0,0,0,0,1,0
"Indonesia waters",0,0,0,0,1,0
"simple narrative",0,0,0,0,1,0
"a certain amount of time",0,0,0,0,1,0
"the boundaries",0,0,0,0,1,0
"photography",0,0,0,0,1,0
"symmetry",0,0,0,0,1,0
"email",0,0,0,0,1,0
"imperfection , change and lack of certainty",0,0,0,0,1,0
"a long career in poetry",0,0,0,0,1,0
"much stronger friction over land",0,0,0,0,1,0
"the best in the city 's vintage architecture",0,0,0,0,1,0
"large advertising markets",0,0,0,0,1,0
"a spot",0,0,0,0,1,0
"charges",0,0,0,0,1,0
"its high protein levels",0,0,0,0,1,0
"a migration office",0,0,0,0,1,0
"A family of barn owls",0,0,0,0,1,0
"other destinations",0,0,0,0,1,0
"suggestions",0,0,0,0,1,0
"the visual aspect",0,0,0,0,1,0
"A string of islands",0,0,0,0,1,0
"extra sunshine",0,0,0,0,1,0
"320 ml 1 1/4",0,0,1,0,0,0
"the decreasing consumption of iodised salt",0,0,0,0,1,0
"an improv theater company",0,0,0,0,1,0
"reason",0,0,0,0,1,0
"one of the most interesting places of Guadeloupe",0,0,0,0,1,0
"advantages",0,0,0,0,1,0
"specialty boutiques",0,0,0,0,1,0
"the White House",0,0,0,0,1,0
"a hobby",0,0,0,0,1,0
"Flag Land Base",0,0,0,0,1,0
"drug store",0,0,0,0,1,0
"dD",0,0,0,0,1,0
"a number of aspects",0,0,0,0,1,0
"signs of it",0,0,0,0,1,0
"The ingredients",0,0,0,0,1,0
"his leadership in his party",0,0,0,0,1,0
"its fine carpets and silver filigree",0,0,0,0,1,0
"a network of pleasant pedestrianized streets",0,0,0,0,1,0
"either side",0,0,0,0,1,0
"the language of preference",0,0,0,0,1,0
"those",0,0,0,0,1,0
"the foraging arena",0,0,0,0,1,0
"future employment",0,0,0,0,1,0
"The single most costly thing we spend on",0,0,0,0,1,0
"Clearwater , Florida",0,0,0,0,1,0
"the base of every leaf",0,0,0,0,1,0
"the main killer in these storms",0,0,0,0,1,0
"information about Scientology",0,0,0,0,1,0
"Neiafu",0,0,0,0,1,0
"Germany backed by a hostile military alliance , centered in the most phenomenal military power in history",0,0,0,0,1,0
"the festival atmosphere",0,0,0,0,1,0
"the population structure of the "" fields "" of anemones",0,0,0,0,1,0
"Iodine released from these chemicals into milk",0,0,0,0,1,0
"many nail salons",0,0,0,0,1,0
"her support",0,0,0,0,1,0
"the island",0,0,0,0,1,0
"awkwardness",0,0,0,0,1,0
"a couple of versions of some books",0,0,0,0,1,0
"that specific moment",0,0,0,0,1,0
"fashion",0,0,0,0,1,0
"some words of languages",0,0,0,0,1,0
"new transportation infrastructure projects",0,0,0,0,1,0
"research or scientific notes and findings that do n`t have any conclusion",0,0,0,0,1,0
"a central area",0,0,0,0,1,0
"a food storage container",0,0,0,0,1,0
"the background",0,0,0,0,1,0
"Here",0,0,0,0,1,0
"the adage",0,0,0,0,1,0
"the city 's political , economic , and cultural importance",0,0,0,0,1,0
"this constituency",0,0,0,0,1,0
"a Snitch",0,0,0,0,1,0
"your language",0,0,0,0,1,0
"When to go",0,0,0,0,1,0
"dry ingredients",0,0,0,0,1,0
"the outer coastline",0,0,0,0,1,0
"an important consideration",0,0,0,0,1,0
"two problems",0,0,0,0,1,0
"Another variation",0,0,0,0,1,0
"the joke ’s target",0,0,0,0,1,0
"any activity",0,0,0,0,1,0
"a lot of recognition",0,0,0,0,1,0
"a better idea of what you have and where things are",0,0,0,0,1,0
"Name",0,0,0,0,1,0
"Warhol 's artistic vision",0,0,0,0,1,0
"existing ideas related to gender , ethnicity and nationality",0,0,0,0,1,0
"many different ways of playing Quidditch",0,0,0,0,1,0
"USI 's art gallery",0,0,0,0,1,0
"science",0,0,0,0,1,0
"two periods of the "" cruise "" phase of the interplanetary orbit",0,0,0,0,1,0
"a period of time",0,0,0,0,1,0
"Paramount Theaters",0,0,0,0,1,0
"your initial reluctance",0,0,0,0,1,0
"minor damage",0,0,0,0,1,0
"the medicine",0,0,0,0,1,0
"a good deal",0,0,0,0,1,0
"the colors",0,0,0,0,1,0
"the restoration of surviving neoclassical buildings",0,0,0,0,1,0
"Les Saintes",0,0,0,0,1,0
"my section at the stadium",0,0,0,0,1,0
"A mean cost per student criterion",0,0,0,0,1,0
"property damage",0,0,0,0,1,0
"larger amount",0,0,0,0,1,0
"Things You 'll Need section",0,0,0,0,1,0
"the natural resources",0,0,0,0,1,0
"a thriving tourism industry",0,0,0,0,1,0
"Santorum cocktail",0,0,0,0,1,0
"a lifetime of practice",0,0,0,0,1,0
"many beautiful white sand beaches , mostly tiny and surrounded by large limestone cliffs",0,0,0,0,1,0
"the thing",0,0,0,0,1,0
"The population",0,0,0,0,1,0
"self-discipline",0,0,0,0,1,0
"to make sure they die when they get kicked out",0,0,0,0,1,0
"a good size",0,0,0,0,1,0
"milk",0,0,0,0,1,0
"this part of our culture",0,0,0,0,1,0
"a recurring theme throughout your conversation",0,0,0,0,1,0
"The Visitors ' Center",0,0,0,0,1,0
"an internship",0,0,0,0,1,0
"the ocean surface",0,0,0,0,1,0
"itself",0,0,0,0,1,0
"nightlife",0,0,0,0,1,0
"old movies",0,0,0,0,1,0
"your point of view",0,0,0,0,1,0
"a dinging noise",0,0,0,0,1,0
"wise decisions",0,0,0,0,1,0
"breathtaking views from almost any window facing the river",0,0,0,0,1,0
"farm",0,0,0,0,1,0
"Many times",0,0,0,0,1,0
"your words",0,0,0,0,1,0
"the whole way",0,0,0,0,1,0
"the input of others",0,0,0,0,1,0
"the history of events",0,0,0,0,1,0
"realities",0,0,0,0,1,0
"a theme",0,0,0,0,1,0
"my dreams",0,0,0,0,1,0
"some remilitarization",0,0,0,0,1,0
"ability",0,0,0,0,1,0
"a target",0,0,0,0,1,0
"mathematics",0,0,0,0,1,0
"protein",0,0,0,0,1,0
"your audience",0,0,0,0,1,0
"most of the experimental setups",0,0,0,0,1,0
"A popular area",0,0,0,0,1,0
"a while",0,0,0,0,1,0
"precise comparisons",0,0,0,0,1,0
"labour",0,0,0,0,1,0
"the claims",0,0,0,0,1,0
"a neighborhood mixed with family friendly and artistic vibes",0,0,0,0,1,0
"one season",0,0,0,0,1,0
"plan to implement his agenda",0,0,0,0,1,0
"the zeitgeist",0,0,0,0,1,0
"the skittles",0,0,0,0,1,0
"increased levels of carbon dioxide",0,0,0,0,1,0
"a scenery",0,0,0,0,1,0
"The most important thing",0,0,0,0,1,0
"kind of security zone",0,0,0,0,1,0
"the official moniker",0,0,0,0,1,0
"foods",0,0,0,0,1,0
"some vodka",0,0,0,0,1,0
"apple cider vinegar",0,0,0,0,1,0
"Pearl Harbor Memorial Expressway",0,0,0,0,1,0
"the location",0,0,0,0,1,0
"the city centre itself",0,0,0,0,1,0
"their pledge",0,0,0,0,1,0
"fewer",0,0,0,0,1,0
"this energy source",0,0,0,0,1,0
"tax reform",0,0,0,0,1,0
"Braised meat",0,0,0,0,1,0
"consumer culture",0,0,0,0,1,0
"Elements of the Zeitgeist",0,0,0,0,1,0
"other seasonings",0,0,0,0,1,0
"dark , black and evil",0,0,0,0,1,0
"Porte d'Enfer",0,0,0,0,1,0
"maple sugar",0,0,0,0,1,0
"Character , walks and words",0,0,0,0,1,0
"place the measured grain in a strainer under running water for a few minutes",0,0,0,0,1,0
"the land surface",0,0,0,0,1,0
"the final choice of locations",0,0,0,0,1,0
"a very large Quidditch community",0,0,0,0,1,0
"ozone-temperature covariation",0,0,0,0,1,0
"the smaller things to do",0,0,0,0,1,0
"the amount of thyroid hormone",0,0,0,0,1,0
"the animal 's external anatomy",0,0,0,0,1,0
"a drop or two",0,0,0,0,1,0
"the quinoa",0,0,0,0,1,0
"the middle of the elevator",0,0,0,0,1,0
"perlite",0,0,0,0,1,0
"this new language",0,0,0,0,1,0
"that orange glow in the ROV lights",0,0,0,0,1,0
"Labor actions",0,0,0,0,1,0
"a joke or two",0,0,0,0,1,0
"What qualifications",0,0,0,0,1,0
"a lot of projects",0,0,0,0,1,0
"it the official language of a country",0,0,0,0,1,0
"blood flow",0,0,0,0,1,0
"social unrest",0,0,0,0,1,0
"your favorite juice",0,0,0,0,1,0
"two different time scapes",0,0,0,0,1,0
"the ROS",0,0,0,0,1,0
"Anime",0,0,0,0,1,0
"Another approach",0,0,0,0,1,0
"the word Bird",0,0,0,0,1,0
"the mosque",0,0,0,0,1,0
"the growing diversity of the commonwealth",0,0,0,0,1,0
"Naqsh-e Jahan Square",0,0,0,0,1,0
"Curry",0,0,0,0,1,0
"battery cages",0,0,0,0,1,0
"sunlight",0,0,0,0,1,0
"wisdom",0,0,0,0,1,0
"opt-out advertising",0,0,0,0,1,0
""" Wild 2",0,0,0,0,1,0
"a nation",0,0,0,0,1,0
"Its architecture , tree-lined boulevards and relaxed pace",0,0,0,0,1,0
"response",0,0,0,0,1,0
"car rental with driver",0,0,0,0,1,0
"numbness",0,0,0,0,1,0
"culture",0,0,0,0,1,0
"air quality policy",0,0,0,0,1,0
"its film history",0,0,0,0,1,0
"laid back charm",0,0,0,0,1,0
"the law",0,0,0,0,1,0
"2 km circumference",0,0,1,0,0,0
"The interior of the island",0,0,0,0,1,0
"a frequency fee",0,0,0,0,1,0
"both sides",0,0,0,0,1,0
"a lot of beaches",0,0,0,0,1,0
"feeling concerned that those with greater life experience "" have got something over them",0,0,0,0,1,0
"their designs",0,0,0,0,1,0
"a new short poem",0,0,0,0,1,0
"Luminol",0,0,0,0,1,0
"support",0,0,0,0,1,0
"the dividing line",0,0,0,0,1,0
"the genome , transcriptome , or metabolome",0,0,0,0,1,0
"a minuscule chance",0,0,0,0,1,0
"a worthwhile introduction to the city 's bustling history",0,0,0,0,1,0
"theory",0,0,0,0,1,0
"their worldview",0,0,0,0,1,0
"a solution of the fungus",0,0,0,0,1,0
"all kind of problems and conjectures",0,0,0,0,1,0
"textile and steel mills",0,0,0,0,1,0
"all languages",0,0,0,0,1,0
"narrative",0,0,0,0,1,0
"fuel",0,0,0,0,1,0
"Eight Paradises",0,0,0,0,1,0
"anything similar",0,0,0,0,1,0
"the fundamentals",0,0,0,0,1,0
"the original style",0,0,0,0,1,0
"the right way",0,0,0,0,1,0
"the lantern scenes",0,0,0,0,1,0
"one of the most beautiful bays",0,0,0,0,1,0
"delicious flavor",0,0,0,0,1,0
"vehicle miles driven",0,0,0,0,1,0
"A dancing studio",0,0,0,0,1,0
"a form of energy",0,0,0,0,1,0
"The major exception",0,0,0,0,1,0
"the proceeds",0,0,0,0,1,0
"Each section",0,0,0,0,1,0
"a local garden center",0,0,0,0,1,0
"plenty of secluded cove beaches",0,0,0,0,1,0
"Ground-level ozone",0,0,0,0,1,0
"the imagination",0,0,0,0,1,0
"an obvious way",0,0,0,0,1,0
"colonies",0,0,0,0,1,0
"Religion",0,0,0,0,1,0
"parental school choice through student vouchers",0,0,0,0,1,0
"nightclubs",0,0,0,0,1,0
"a format appropriate for Stardust @ home",0,0,0,0,1,0
"The forecast",0,0,0,0,1,0
"the allotted time",0,0,0,0,1,0
"big backyard",0,0,0,0,1,0
"the north",0,0,0,0,1,0
"As it moves over land , it is cut off from the source of energy driving the storm [ which is ] the evaporation of water from the warm sea surface",0,0,0,0,1,0
"an additional punchline",0,0,0,0,1,0
"your preferred mix",0,0,0,0,1,0
"the entertainment",0,0,0,0,1,0
"your own opinions and suggestions",0,0,0,0,1,0
"Warhol 's photo legacy",0,0,0,0,1,0
"your jokes",0,0,0,0,1,0
"every month wikiHow gets noticeably better and larger",0,0,0,0,1,0
"much space",0,0,0,0,1,0
"the main Stardust @ home website",0,0,0,0,1,0
"dress code",0,0,0,0,1,0
"our reaction to all of the J-Lo stuff",0,0,0,0,1,0
"the costs",0,0,0,0,1,0
"disabled sports",0,0,0,0,1,0
"plans for new harbor facilities",0,0,0,0,1,0
"consumerism",0,0,0,0,1,0
"conflicts",0,0,0,0,1,0
"30 cm",1,0,0,0,0,0
"the largest city in the Yucatán Peninsula",0,0,0,0,1,0
"a "" strong rationale """,0,0,0,0,1,0
"the neighborhood",0,0,0,0,1,0
"a baseline",0,0,0,0,1,0
"old CD covers",0,0,0,0,1,0
"a “ target",0,0,0,0,1,0
"the color",0,0,0,0,1,0
"lakefront",0,0,0,0,1,0
"residence in your home",0,0,0,0,1,0
"various reasons",0,0,0,0,1,0
"various letters",0,0,0,0,1,0
"Tips",0,0,0,0,1,0
"the Square",0,0,0,0,1,0
"harsh punishment",0,0,0,0,1,0
"physics",0,0,0,0,1,0
"a revival",0,0,0,0,1,0
"air quality",0,0,0,0,1,0
"meter",0,0,1,0,0,0
"The stunning mosques of Isfahan",0,0,0,0,1,0
"there are some simple ways to effectively get mice out of your home without the use of toxic chemicals and poisons",0,0,0,0,1,0
"loss of IQ , learning difficulties , hearing difficulties and other neurological problems",0,0,0,0,1,0
"extreme temperatures",0,0,0,0,1,0
"an individual story",0,0,0,0,1,0
"' Khincasnonbever '",0,0,0,0,1,0
"most health food stores",0,0,0,0,1,0
"their cruel side",0,0,0,0,1,0
"your attic",0,0,0,0,1,0
"one of two sacrifices",0,0,0,0,1,0
"Water",0,0,0,0,1,0
"Olive oil",0,0,0,0,1,0
"Vava'u",0,0,0,0,1,0
"camel back rides",0,0,0,0,1,0
"this information",0,0,0,0,1,0
"a headline",0,0,0,0,1,0
"An example of severe eczema",0,0,0,0,1,0
"the rule of law",0,0,0,0,1,0
"The name",0,0,0,0,1,0
"secret",0,0,0,0,1,0
"legal issues",0,0,0,0,1,0
"Spring and late autumn",0,0,0,0,1,0
"the Wikipedia approach",0,0,0,0,1,0
"a wharf berthage",0,0,0,0,1,0
"Wootch",0,0,0,0,1,0
"this region",0,0,0,0,1,0
"originality",0,0,0,0,1,0
"some out of print titles by publishers",0,0,0,0,1,0
"the most golf courses",0,0,0,0,1,0
"different settings",0,0,0,0,1,0
"the Comic Corps booth",0,0,0,0,1,0
"a cave",0,0,0,0,1,0
"the word łódź",0,0,0,0,1,0
"The city 's ambiance",0,0,0,0,1,0
"near the coast and areas",0,0,0,0,1,0
"fall",0,0,0,0,1,0
"the municipality",0,0,0,0,1,0
"salt",0,0,0,0,1,0
"2 cups water",0,0,0,0,1,0
"his work",0,0,0,0,1,0
"other sites",0,0,0,0,1,0
"about 24 inches 60 cm",0,0,1,0,0,0
"things",0,0,0,0,1,0
"modern times",0,0,0,0,1,0
"the santorum neologism",0,0,0,0,1,0
"The result",0,0,0,0,1,0
"a few inches",1,0,0,0,0,0
"this project",0,0,0,0,1,0
"Iodine deficiency",0,0,0,0,1,0
"their latest games",0,0,0,0,1,0
"the shade",0,0,0,0,1,0
"what sounds best",0,0,0,0,1,0
"a vested interest for misrepresenting her experiences",0,0,0,0,1,0
"very high speeds",0,0,0,0,1,0
"severe brain damage",0,0,0,0,1,0
"Napier",0,0,0,0,1,0
"Recreational , cultural and educational opportunities",0,0,0,0,1,0
"podiobooks.com",0,0,0,0,1,0
"the plant 's energy",0,0,0,0,1,0
"Lots of jokes",0,0,0,0,1,0
"your joke",0,0,0,0,1,0
"ozone pollution",0,0,0,0,1,0
"vowels",0,0,0,0,1,0
"the words "" and Emergency """,0,0,0,0,1,0
"these protected waters",0,0,0,0,1,0
"the heart of the rapidly-growing textile industry",0,0,0,0,1,0
"an voluntary iodine fortification program",0,0,0,0,1,0
"answer",0,0,0,0,1,0
"wealth",0,0,0,0,1,0
"the celebrity fascination",0,0,0,0,1,0
"US cities",0,0,0,0,1,0
"markets",0,0,0,0,1,0
"pride",0,0,0,0,1,0
"the city centre",0,0,0,0,1,0
"a prayer",0,0,0,0,1,0
"Jack Alter Fort Lee Community Center",0,0,0,0,1,0
"“ Those who forget history are doomed to repeat it ”",0,0,0,0,1,0
"numerous small shops",0,0,0,0,1,0
"the hard stuff",0,0,0,0,1,0
"the room",0,0,0,0,1,0
"the need",0,0,0,0,1,0
"his doctorate",0,0,0,0,1,0
"Adolf-Hitler-Strasse",0,0,0,0,1,0
"realistic and exaggerated",0,0,0,0,1,0
"the detergent",0,0,0,0,1,0
"protected bays with good snorkelling",0,0,0,0,1,0
"a room",0,0,0,0,1,0
"an eco-tourism system with limited infrastructure",0,0,0,0,1,0
"this reason",0,0,0,0,1,0
"the name of the town",0,0,0,0,1,0
"muggle Quidditch",0,0,0,0,1,0
"the difficulties",0,0,0,0,1,0
"having a lot of your work overshadowed by the Mets work",0,0,0,0,1,0
"their own learning exercise",0,0,0,0,1,0
"thunderstorms and cyclones",0,0,0,0,1,0
"positive achievements",0,0,0,0,1,0
"multiple lifetimes",0,0,0,0,1,0
"that food-source",0,0,0,0,1,0
"economic freedom",0,0,0,0,1,0
"procrastination",0,0,0,0,1,0
"quite a bit",0,0,0,0,1,0
"beaches",0,0,0,0,1,0
"your duty",0,0,0,0,1,0
"school choice",0,0,0,0,1,0
"interest",0,0,0,0,1,0
"the overall effort involved",0,0,0,0,1,0
"the Evergreen Aviation & Space Museum",0,0,0,0,1,0
"their own time zone",0,0,0,0,1,0
"the national capital",0,0,0,0,1,0
"smugness",0,0,0,0,1,0
"the bounds of its original plat",0,0,0,0,1,0
"the heat",0,0,0,0,1,0
"That",0,0,0,0,1,0
"simple tasks",0,0,0,0,1,0
"General questions",0,0,0,0,1,0
"multiple guest houses",0,0,0,0,1,0
"only aesthetic value , but also acoustic",0,0,0,0,1,0
"the joke",0,0,0,0,1,0
"the Open Source GPL license",0,0,0,0,1,0
"a part of the effort",0,0,0,0,1,0
"those times",0,0,0,0,1,0
"The island",0,0,0,0,1,0
"bus , bike , and pedestrian routes",0,0,0,0,1,0
"the right",0,0,0,0,1,0
"a basis from memory",0,0,0,0,1,0
"gourmet caterers",0,0,0,0,1,0
"the prescription creams",0,0,0,0,1,0
"KPA civil police posts",0,0,0,0,1,0
"Recent reports",0,0,0,0,1,0
"their facilities",0,0,0,0,1,0
"a network of towns and villages",0,0,0,0,1,0
"little squares for the ants",0,0,0,0,1,0
"a small provincial village",0,0,0,0,1,0
"the use of pollution control technology",0,0,0,0,1,0
"that you will develop a goiter and your thyroid wo n't function as well as it should",0,0,0,0,1,0
"the back room",0,0,0,0,1,0
"the failing textile industry",0,0,0,0,1,0
"the most points",0,0,0,0,1,0
"the moisture source",0,0,0,0,1,0
"the Unification of Archaeological Sites",0,0,0,0,1,0
"the ocean",0,0,0,0,1,0
"large areas",0,0,0,0,1,0
"there does not seem to be much to see",0,0,0,0,1,0
"Some of this stuff",0,0,0,0,1,0
"most nightclubs",0,0,0,0,1,0
"the temple",0,0,0,0,1,0
"greater awareness about this issue",0,0,0,0,1,0
"the future of ozone air quality",0,0,0,0,1,0
"the word ' Accident '",0,0,0,0,1,0
"an existing language",0,0,0,0,1,0
"Avai'o'vuna Swamp",0,0,0,0,1,0
"The shock of the chute deployment",0,0,0,0,1,0
"2 reasons",0,0,0,0,1,0
"the New Territories West geographical constituency",0,0,0,0,1,0
"the city proper",0,0,0,0,1,0
"ingredients",0,0,0,0,1,0
"method",0,0,0,0,1,0
"topics that appeal to advertisers in languages like English",0,0,0,0,1,0
"gun - rights",0,0,0,0,1,0
"numerous places",0,0,0,0,1,0
"the store",0,0,0,0,1,0
"some good beaches",0,0,0,0,1,0
"Entrance",0,0,0,0,1,0
"this same virtuous cycle",0,0,0,0,1,0
"a private mosque for the royal family",0,0,0,0,1,0
"their social status",0,0,0,0,1,0
"liquid mixture",0,0,0,0,1,0
"the wiki model",0,0,0,0,1,0
"the town ’s retail area",0,0,0,0,1,0
"the latest versions of Internet Explorer",0,0,0,0,1,0
"Allegheny",0,0,0,0,1,0
"an observation nest",0,0,0,0,1,0
"dreams",0,0,0,0,1,0
"box buy back services",0,0,0,0,1,0
"Stir the oil and vanilla extract into the bowl containing the soy milk and vinegar",0,0,0,0,1,0
"a key element of our success",0,0,0,0,1,0
"BDSM",0,0,0,0,1,0
"Too much water",0,0,0,0,1,0
"the smell of cat urine",0,0,0,0,1,0
"a moment",0,0,0,0,1,0
"sunrise",0,0,0,0,1,0
"a way to commercialize his work",0,0,0,0,1,0
"a wonderful quote",0,0,0,0,1,0
"1 liter",0,0,1,0,0,0
"The new law",0,0,0,0,1,0
"one of those",0,0,0,0,1,0
"a marketplace",0,0,0,0,1,0
"local emissions",0,0,0,0,1,0
"Winston",0,0,0,0,1,0
"Legato",0,0,0,0,1,0
"the ideal location for a short browse around",0,0,0,0,1,0
"Terminal 4",0,0,0,0,1,0
"The history of values",0,0,0,0,1,0
"the information",0,0,0,0,1,0
"forced work camp",0,0,0,0,1,0
"time-frames",0,0,0,0,1,0
"civility",0,0,0,0,1,0
"Store",0,0,0,0,1,0
"the obvious question",0,0,0,0,1,0
"the material",0,0,0,0,1,0
"860 km",1,0,0,0,0,0
"Getting the Delivery Right",0,0,0,0,1,0
"the flavour",0,0,0,0,1,0
"vegan sugar",0,0,0,0,1,0
"a safe bet",0,0,0,0,1,0
"the field",0,0,0,0,1,0
"these allegations",0,0,0,0,1,0
"total freedom",0,0,0,0,1,0
"air pockets",0,0,0,0,1,0
"the evolution of photography and experimentation",0,0,0,0,1,0
"vehicle traffic",0,0,0,0,1,0
"chocolate",0,0,0,0,1,0
"Gloria 's eczema",0,0,0,0,1,0
"to be a writer for The Onion",0,0,0,0,1,0
"Google 's headquarters",0,0,0,0,1,0
"serious renovation",0,0,0,0,1,0
"all sorts of pernicious effects upon normal function in life",0,0,0,0,1,0
"a major Warhol donor program",0,0,0,0,1,0
"postdoctoral research",0,0,0,0,1,0
"nuclear weapons",0,0,0,0,1,0
"prejudices",0,0,0,0,1,0
"terminal velocity",0,0,0,0,1,0
"older out-of-date technology",0,0,0,0,1,0
"mud",0,0,0,0,1,0
"the absurd pretext",0,0,0,0,1,0
"two information centers",0,0,0,0,1,0
"Quinoa",0,0,0,0,1,0
"downtown Taipei",0,0,0,0,1,0
"the results",0,0,0,0,1,0
"a unique and sensitive habitat",0,0,0,0,1,0
"hard and fast rules",0,0,0,0,1,0
"interplanetary trajectory",0,0,0,0,1,0
"posh atmosphere",0,0,0,0,1,0
"moving supply stores",0,0,0,0,1,0
"The English wikiHow",0,0,0,0,1,0
"the end of your planned return",0,0,0,0,1,0
"a geographic endeavor",0,0,0,0,1,0
"a solution to this crisis",0,0,0,0,1,0
"his poems",0,0,0,0,1,0
"' Khinssa '",0,0,0,0,1,0
"a very low budget",0,0,0,0,1,0
"human interaction",0,0,0,0,1,0
"one vote in each referendum",0,0,0,0,1,0
"region",0,0,0,0,1,0
"a cell",0,0,0,0,1,0
"private homes",0,0,0,0,1,0
"different angles",0,0,0,0,1,0
"one hour of windsurf",0,0,0,0,1,0
"a little water",0,0,0,0,1,0
"the taste",0,0,0,0,1,0
"the Tips section",0,0,0,0,1,0
"their lives",0,0,0,0,1,0
"prosperous boom times",0,0,0,0,1,0
"a pun",0,0,0,0,1,0
"live colour commentary",0,0,0,0,1,0
"moisture",0,0,0,0,1,0
"the causes",0,0,0,0,1,0
"to find them",0,0,0,0,1,0
"the main roads",0,0,0,0,1,0
"worlds",0,0,0,0,1,0
"different types of basil",0,0,0,0,1,0
"the shock",0,0,0,0,1,0
"the constituency",0,0,0,0,1,0
"a policy of turning away boats of migrants",0,0,0,0,1,0
"a pretty good question",0,0,0,0,1,0
"a career",0,0,0,0,1,0
"a petition",0,0,0,0,1,0
"other words",0,0,0,0,1,0
"other impact site",0,0,0,0,1,0
"bitters",0,0,0,0,1,0
"a colorful glow",0,0,0,0,1,0
"your area",0,0,0,0,1,0
"the decision",0,0,0,0,1,0
"broth",0,0,0,0,1,0
"the job",0,0,0,0,1,0
"lush gardens",0,0,0,0,1,0
"4 grams",0,0,1,0,0,0
"this effect",0,0,0,0,1,0
"alternative",0,0,0,0,1,0
"this island",0,0,0,0,1,0
"an exception for religious schools",0,0,0,0,1,0
"setup",0,0,0,0,1,0
"A strategy",0,0,0,0,1,0
"assistance",0,0,0,0,1,0
"futures",0,0,0,0,1,0
"a growing sense of pride",0,0,0,0,1,0
"a case against Montalvo",0,0,0,0,1,0
"all the usual amenities",0,0,0,0,1,0
"this case",0,0,0,0,1,0
"to collect a sample from a known primitive solar-system body",0,0,0,0,1,0
"the value of the snitch",0,0,0,0,1,0
"the Kubler-Ross phases of grief",0,0,0,0,1,0
